readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@bares>MEG_577|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,64,1|212
@bares>MEG_583|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,63,6|251
@bares>MEG_589|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1219,5|236
@bares>MEG_597|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1212,10|225
@bares>MEG_599|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1204,1|247
@bares>MEG_600|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,61,2|229
@bares>MEG_594|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,54,3|137
@bares>MEG_595|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1200,1|208
@bares>MEG_591|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,60,17|245
@bares>MEG_579|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,896,2|230
@bares>MEG_596|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1211,3|270
@bares>MEG_593|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,60,8|217
@bares>MEG_585|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,57,2|271
@bares>MEG_598|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1198,8|227
@bares>MEG_592|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,54,3|228
@bares>MEG_602|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1197,2|205
@bares>MEG_603|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,62,12|209
@bares>MEG_601|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1214,8|251
@bares>MEG_604|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1215,36|290
@bares>MEG_605|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,899,6|276
@bares>MEG_606|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,63,7|250
@bares>MEG_613|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,64,4|233
@bares>MEG_607|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,3763,1|267
@bares>MEG_616|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,57,2|228
@bares>MEG_611|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,54,1|213
@bares>MEG_612|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1177,1|219
@bares>MEG_614|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,62,2|206
@bares>MEG_615|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,899,5|219
@bares>MEG_610|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1217,3|241
@bares>MEG_608|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,54,1|235
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,66,2|221
@bares>MEG_625|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1220,24|238
@bares>MEG_619|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,59,2|257
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_628|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,66,3|228
@bares>MEG_624|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1219,37|265
@bares>MEG_627|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1222,77|234
@bares>MEG_617|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,57,6|226
@bares>MEG_623|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1218,31|258
@bares>MEG_631|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,54,3|243
@bares>MEG_620|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1222,2|283
@bares>MEG_622|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,61,9|251
@bares>MEG_629|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,59,10|243
@bares>MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,1221,68|270
@bares>MEG_632|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1223,9|257
@bares>MEG_633|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1224,12|235
@bares>MEG_634|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1225,10|220
@bares>MEG_637|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,67,21|275
@bares>MEG_638|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,67,12|249
@bares>MEG_639|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,1227,11|158
@bares>MEG_630|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1214,3|251
@bares>MEG_636|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1223,22|223
@bares>MEG_641|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,68,2|203
@bares>MEG_635|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,54,15|245
@bares>MEG_649|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,3776,1|241
@bares>MEG_640|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,68,14|244
@bares>MEG_643|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1229,91|220
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,66,17|293
@bares>MEG_642|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1228,3|274
@bares>MEG_646|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1233,1|242
@bares>MEG_647|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,57,14|286
@bares>MEG_648|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,69,8|249
@bares>MEG_650|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,65,5|269
@bares>MEG_651|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,66,11|224
@bares>MEG_653|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1231,15|227
@bares>MEG_652|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1228,2|203
@bares>MEG_662|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1200,1|223
@bares>MEG_664|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1209,2|235
@bares>MEG_655|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,65,2|230
@bares>MEG_654|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1232,6|247
@bares>MEG_658|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,59,2|239
@bares>MEG_661|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,899,1|246
@bares>MEG_668|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,57,6|231
@bares>MEG_657|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1189,3|216
@bares>MEG_663|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1233,1|216
@bares>MEG_665|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1234,9|302
@bares>MEG_656|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,57,4|244
@bares>MEG_670|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,65,2|247
@bares>MEG_659|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,59,2|295
@bares>MEG_666|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,1200,1|260
@bares>MEG_667|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,65,5|194
@bares>MEG_674|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,59,8|299
@bares>MEG_669|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,64,5|219
@bares>MEG_671|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,62,3|231
@bares>MEG_672|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.01,59,2|247
@bares>MEG_660|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1200,1|232
@bares>MEG_676|Drugs|betalactams|Class_C_betalactamases|ADC$2pointsRearrangement$NA,3761,1|230
@bares>MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC$errorrate$0.01,1238,195|214
@bares>MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA$errorrate$0.01,1236,155|202
@bares>MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB$2pointsRearrangement$NA,1237,209|215
@bares>MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED$errorrate$0.05,1239,88|242
@bares>MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$2pointsRearrangement$NA,70,206|213
@bares>MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF$errorrate$0.01,1241,76|250
@bares>MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF$errorrate$0.01,1242,84|237
@bares>MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH$errorrate$0.01,1244,200|218
@bares>MEG_673|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1217,3|300
@bares>MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$errorrate$0.05,70,98|210
@bares>MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$errorrate$0.01,70,189|199
@bares>MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$errorrate$0.01,70,205|233
@bares>MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG$errorrate$0.01,1243,216|239
@bares>MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ$errorrate$0.01,1245,210|240
@bares>MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$2pointsRearrangement$NA,70,124|131
@bares>MEG_675|Drugs|betalactams|Class_C_betalactamases|ADC$errorrate$0.05,1235,6|270
@bares>MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.01,1250,7|192
@bares>MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE$errorrate$0.05,1240,130|235
@bares>MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.01,1247,14|232
@bares>MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI$errorrate$0.05,70,129|213
@bares>MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL$errorrate$0.05,1252,30|245
@bares>MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.01,1250,25|212
@bares>MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL$errorrate$0.01,1253,77|222
@bares>MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER$errorrate$0.05,1256,105|243
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.05,1250,9|227
@bares>MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.05,1250,4|201
@bares>MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK$errorrate$0.01,1248,13|257
@bares>MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2$errorrate$0.05,1259,119|197
@bares>MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES$errorrate$0.01,1257,217|236
@bares>MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1$errorrate$0.01,1258,233|246
@bares>MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA$errorrate$0.05,72,95|194
@bares>MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA$errorrate$0.05,72,111|226
@bares>MEG_708|Drugs|betalactams|Class_A_betalactamases|AER$errorrate$0.01,71,177|220
@bares>MEG_709|Drugs|betalactams|Class_B_betalactamases|AFM$errorrate$0.01,72,192|224
@bares>MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE$errorrate$0.01,1262,190|210
@bares>MEG_710|Drugs|betalactams|Class_B_betalactamases|AIM$errorrate$0.01,1260,171|200
@bares>MEG_725|Drugs|betalactams|Class_C_betalactamases|AMPC$2pointsRearrangement$NA,1273,224|231
@bares>MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX$errorrate$0.05,1265,79|202
@bares>MEG_718|Drugs|betalactams|Class_B_betalactamases|ALG$errorrate$0.01,1266,163|201
@bares>MEG_726|Drugs|betalactams|Class_C_betalactamases|AMPC$errorrate$0.05,1180,11|232
@bares>MEG_727|Drugs|betalactams|Class_C_betalactamases|AMPC$errorrate$0.05,1274,137|269
@bares>MEG_720|Drugs|betalactams|Class_B_betalactamases|ALI$errorrate$0.01,1268,190|236
@bares>MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG$errorrate$0.05,1270,124|238
@bares>MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR$errorrate$0.01,1263,185|241
@bares>MEG_724|Drugs|betalactams|Class_C_betalactamases|AMPC$errorrate$0.01,1272,39|252
@bares>MEG_719|Drugs|betalactams|Class_B_betalactamases|ALG$errorrate$0.01,1267,148|192
@bares>MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC$errorrate$0.05,1275,14|213
@bares>MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH$errorrate$0.01,1276,174|199
@bares>MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS$errorrate$0.05,1264,86|193
@bares>MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH$errorrate$0.05,1277,125|221
@bares>MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA$errorrate$0.05,1278,129|229
@bares>MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA$errorrate$0.01,1280,172|188
@bares>MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB$errorrate$0.01,1279,179|205
@bares>MEG_734|Drugs|betalactams|Class_B_betalactamases|ANA$errorrate$0.05,1281,152|278
@bares>MEG_759|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1285,11|202
@bares>MEG_760|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1285,29|271
@bares>MEG_721|Drugs|betalactams|Class_B_betalactamases|ALI$2pointsRearrangement$NA,1269,179|187
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,101,6|234
@bares>MEG_758|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,76,15|210
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1294,1|198
@bares>MEG_757|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME$errorrate$0.05,73,8|256
@bares>MEG_764|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,77,78|243
@bares>MEG_766|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,77,60|193
@bares>MEG_765|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,77,140|261
@bares>MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,7|236
@bares>MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$2pointsRearrangement$NA,79,8|136
@bares>MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1287,2|202
@bares>MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,81,2|245
@bares>MEG_773|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1287,2|216
@bares>MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,79,8|223
@bares>MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1287,7|229
@bares>MEG_777|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1313,2|224
@bares>MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,81,3|247
@bares>MEG_778|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,79,8|181
@bares>MEG_780|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,79,7|193
@bares>MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,79,3|229
@bares>MEG_782|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1291,8|234
@bares>MEG_783|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1292,9|230
@bares>MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,78,5|187
@bares>MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,6|221
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1288,2|213
@bares>MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,17|256
@bares>MEG_788|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,11|205
@bares>MEG_791|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,8|222
@bares>MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,4|205
@randoSequence$randomSequence$NA,?,?|?
@bares>MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$2pointsRearrangement$NA,1330,1|122
@bares>MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,78,4|206
@bares>MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,14|229
@bares>MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,81,1|215
@bares>MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,1|217
@bares>MEG_781|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1290,5|212
@bares>MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,82,6|234
@bares>MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,95,6|217
@bares>MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,81,1|211
@bares>MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1305,4|234
@bares>MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,2|194
@bares>MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,9|255
@bares>MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,6|231
@bares>MEG_804|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,81,3|236
@bares>MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,83,15|220
@bares>MEG_807|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1313,2|223
@bares>MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,78,5|232
@bares>MEG_808|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,96,7|231
@bares>MEG_809|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,82,15|203
@bares>MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,83,15|232
@bares>MEG_810|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,83,12|225
@bares>MEG_813|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1314,2|235
@bares>MEG_814|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,87,7|201
@bares>MEG_822|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,85,53|198
@bares>MEG_819|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,84,18|287
@bares>MEG_817|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,100,4|197
@bares>MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,100,9|237
@bares>MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,1313,2|232
@bares>MEG_821|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.05,85,30|187
@bares>MEG_825|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,1300,35|222
@bares>MEG_818|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,84,10|205
@bares>MEG_823|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,85,82|262
@bares>MEG_828|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME$errorrate$0.01,86,26|219
