taxon_id,taxon_name,genome_coverage,read_depth
1354,>MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,119|285,1
1355,>MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,136|200,1
1356,>MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,62|135,1
1357,>MEG_1015|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,72|197,1
1358,>MEG_1017|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,227|330,1
1359,>MEG_1018|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,178|358,1
1360,>MEG_1021|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,123|294,1
1361,>MEG_1022|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,34|91,1
1362,>MEG_1023|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,7|32,1
1374,>MEG_1059|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,1|265,1
1380,>MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,3|62,1
1381,>MEG_1071|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,1|98,1
1384,>MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,1|277,1
1393,>MEG_1099|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,1|335,1
1394,>MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,2|362,1
1395,>MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,1|337,1
1407,>MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA,1|287,1
1416,>MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,1|248,1
1417,>MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1|613,1
1419,>MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,3|609,1
1443,>MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,1|380,1
1453,>MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1|655,1
1454,>MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST,1|320,1
1455,>MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY,1|1033,1
1470,>MEG_1212|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR1,1|422,1
1472,>MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,1|216,1
1483,>MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,1|97,1
1491,>MEG_1242|Drugs|betalactams|Class_A_betalactamases|BLAA,1|336,2
1499,>MEG_1250|Drugs|betalactams|Class_B_betalactamases|BLAB,1|379,1
1516,>MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,1|140,1
1526,>MEG_1298|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,2|649,2
1532,>MEG_1307|Drugs|betalactams|Class_A_betalactamases|BLASGM,1|109,1
1546,>MEG_1412|Drugs|betalactams|Class_A_betalactamases|BLAZ,1|127,1
1556,>MEG_1470|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,1|317,1
1566,>MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,1|126,1
1605,>MEG_1569|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,1|32,1
1626,>MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP,1|342,1
1646,>MEG_1699|Drugs|betalactams|Class_A_betalactamases|CGA,1|339,1
1653,>MEG_1706|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,1|480,1
1654,>MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,1|317,1
1669,>MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,1|556,1
1671,>MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,2|530,2
1675,>MEG_1736|Drugs|betalactams|Class_A_betalactamases|CME,1|43,1
1678,>MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,3|726,2
1680,>MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,1|227,1
1681,>MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,22|229,1
1682,>MEG_1743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMED,2|503,2
1684,>MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,6|1214,4
1694,>MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,2|426,2
1743,>MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,1|350,1
1745,>MEG_2040|Metals|Copper_resistance|Copper_resistance_protein|COPB,1|746,1
1772,>MEG_2070|Metals|Copper_resistance|Copper_resistance_regulator|COPR,1|176,1
1775,>MEG_2073|Metals|Copper_resistance|Copper_resistance_regulator|COPR,1|249,1
1792,>MEG_2096|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|CORT,1|713,1
1802,>MEG_2106|Drugs|betalactams|Class_B_betalactamases|CPHA,1|75,1
1808,>MEG_2112|Drugs|betalactams|Class_B_betalactamases|CPS,2|320,2
1817,>MEG_2123|Drugs|betalactams|Class_B_betalactamases|CRD,1|308,1
1819,>MEG_2125|Metals|Copper_resistance|Copper_resistance_protein|CRDB,1|493,1
1845,>MEG_2439|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA,1|858,1
1846,>MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,2|530,1
1868,>MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,2|1124,2
1907,>MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,157|165,1
1930,>MEG_2651|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF,1|339,1
1935,>MEG_2670|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|DRRA,1|314,1
1939,>MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,1|135,1
1950,>MEG_2712|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBC|RequiresSNPConfirmation,1|1178,1
1952,>MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,1|435,1
1961,>MEG_2727|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRCSM,4|528,1
1967,>MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,1|605,1
1981,>MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM,1|239,1
1983,>MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,1|289,1
1985,>MEG_2771|Drugs|MLS|23S_rRNA_methyltransferases|ERM,1|258,1
1987,>MEG_2773|Drugs|MLS|23S_rRNA_methyltransferases|ERM,1|316,1
2021,>MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,1|282,1
2033,>MEG_2888|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPA,1|389,1
2048,>MEG_2933|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|FOLC|RequiresSNPConfirmation,1|508,1
2052,>MEG_2937|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4|285,3
2067,>MEG_2957|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2|355,2
2077,>MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,2|291,2
2116,>MEG_3028|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,1|122,1
2119,>MEG_3048|Drugs|betalactams|Class_A_betalactamases|FPH,3|336,1
2121,>MEG_3053|Drugs|betalactams|Class_A_betalactamases|FRI,1|259,1
2122,>MEG_3054|Drugs|betalactams|Class_A_betalactamases|FRI,2|53,1
2127,>MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,2|277,1
2145,>MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,1|1145,1
2172,>MEG_3186|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|208,1
2177,>MEG_3195|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|928,1
2178,>MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|918,1
2179,>MEG_3197|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|877,1
2181,>MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2|895,2
2185,>MEG_3204|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|605,1
2187,>MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|870,1
2188,>MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|901,1
2190,>MEG_3210|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1|880,1
2194,>MEG_3214|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2|932,1
2205,>MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2|875,1
2211,>MEG_3240|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,6|735,2
2216,>MEG_3246|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,1|924,1
2217,>MEG_3249|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,1|463,1
2219,>MEG_3251|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRC|RequiresSNPConfirmation,1|825,1
2230,>MEG_3270|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|HMRR,1|145,1
2251,>MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,3|1002,1
2255,>MEG_3315|Drugs|betalactams|Class_B_betalactamases|IMP,1|166,1
2274,>MEG_3441|Drugs|betalactams|Class_B_betalactamases|JOHN,1|278,1
2282,>MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,1|418,1
2285,>MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,9|546,1
2297,>MEG_3534|Drugs|betalactams|Class_B_betalactamases|L1,1|77,1
2310,>MEG_3592|Drugs|MLS|Lincosamide_nucleotidyltransferases|LIN,2|598,1
2314,>MEG_3596|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRC,1|586,1
2315,>MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,5|738,2
2321,>MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,3|187,1
2327,>MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,11|800,1
2328,>MEG_3624|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|LPEA,4|415,1
2359,>MEG_3658|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB,1|737,1
2362,>MEG_3665|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MCO,1|537,1
2375,>MEG_3722|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,2|578,2
2383,>MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,1|431,1
2386,>MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,2|1058,2
2401,>MEG_3795|Drugs|betalactams|Penicillin_binding_protein|MECB,1|246,1
2404,>MEG_3798|Drugs|betalactams|Penicillin_binding_protein|MECC,1|444,1
2406,>MEG_3800|Drugs|betalactams|Penicillin_binding_protein|MECC,1|430,1
2407,>MEG_3801|Drugs|betalactams|Penicillin_binding_protein|MECD,8|767,3
2408,>MEG_3802|Drugs|betalactams|Penicillin_binding_protein_regulator|MECI,1|135,1
2420,>MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB,1|448,1
2425,>MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,2|152,1
2433,>MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,1|640,1
2435,>MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,1|538,1
2441,>MEG_3854|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,1|231,1
2470,>MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,1|90,1
2485,>MEG_3907|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD,1|1019,1
2489,>MEG_3911|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,1|979,1
2490,>MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,1|950,1
2495,>MEG_3917|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK,3|1102,3
2497,>MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,1|1088,1
2499,>MEG_3921|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,5|1078,2
2504,>MEG_3935|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXV,1|406,1
2506,>MEG_3937|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,2|128,1
2510,>MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,11|145,1
2514,>MEG_3968|Drugs|betalactams|Class_C_betalactamases|MIR,7|68,1
2516,>MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2|841,2
2517,>MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,142|881,4
2519,>MEG_3981|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1|1179,1
2523,>MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,27|976,2
2524,>MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,487|786,1
2528,>MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2|905,1
2529,>MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,310|732,4
2531,>MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,10|840,1
2552,>MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1|283,2
2569,>MEG_4052|Drugs|MLS|Macrolide_phosphotransferases|MPHO,1|338,1
2570,>MEG_4053|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,1|934,1
2583,>MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,1|358,1
2590,>MEG_4083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRD,1|664,1
2592,>MEG_4091|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPB,5|1201,3
2595,>MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,1|461,1
2600,>MEG_4099|Drugs|betalactams|Class_B_betalactamases|MUS,1|95,1
2602,>MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,1|1056,1
2610,>MEG_4109|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NALC|RequiresSNPConfirmation,1|236,1
2613,>MEG_4112|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB,1|421,1
2619,>MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,1|238,1
2631,>MEG_4132|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,2|472,1
2638,>MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,2|582,1
2645,>MEG_4180|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,1|149,1
2655,>MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,1|253,1
2659,>MEG_4199|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,1|194,1
2661,>MEG_4201|Drugs|betalactams|Class_A_betalactamases|NMCA,1|324,1
2664,>MEG_4208|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,1|412,1
2666,>MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,1|495,1
2675,>MEG_4219|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NRSD,1|513,1
2679,>MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,110|729,3
2700,>MEG_4275|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB,1|598,1
2701,>MEG_4276|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC,3|312,1
2713,>MEG_4291|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPCM,1|551,1
2716,>MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,2|520,2
2730,>MEG_4376|Drugs|betalactams|Class_B_betalactamases|ORR,2|289,2
2795,>MEG_4595|Drugs|betalactams|Class_D_betalactamases|OXA,1|133,1
2809,>MEG_4667|Drugs|betalactams|Class_D_betalactamases|OXA,1|229,1
2829,>MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA,1|239,1
2834,>MEG_4781|Drugs|betalactams|Class_D_betalactamases|OXA,2|301,1
2886,>MEG_4974|Drugs|betalactams|Class_D_betalactamases|OXA,1|126,1
2940,>MEG_5172|Drugs|betalactams|Class_D_betalactamases|OXA,1|294,1
2954,>MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,1|511,1
2958,>MEG_5328|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,7|955,4
2967,>MEG_5339|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,6|1091,2
2971,>MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1|1066,1
2976,>MEG_5351|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1|502,1
2978,>MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1|165,1
2981,>MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1|674,1
2982,>MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,22|596,1
2987,>MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4|746,5
2989,>MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,16|637,2
2996,>MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,2|326,1
3012,>MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,1|441,1
3037,>MEG_5750|Drugs|betalactams|Class_B_betalactamases|PEDO,3|261,1
3040,>MEG_5753|Drugs|betalactams|Class_A_betalactamases|PENI,1|229,1
3046,>MEG_5771|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PERO,1|643,1
3053,>MEG_5779|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,1|426,1
3065,>MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM,13|493,2
3078,>MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,5|281,1
3086,>MEG_5849|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACJ,1|117,1
3091,>MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,2|201,2
3123,>MEG_6040|Drugs|betalactams|Class_D_betalactamases|R39,1|322,1
3133,>MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM,16|730,2
3155,>MEG_6091|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1124,1
3158,>MEG_6095|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2|1294,2
3159,>MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1352,1
3160,>MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|578,1
3161,>MEG_6101|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|761,1
3163,>MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4|1310,3
3164,>MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1427,1
3167,>MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,17|832,1
3169,>MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3|1327,2
3170,>MEG_6114|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|757,1
3174,>MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2|1606,2
3175,>MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1320,1
3179,>MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1353,1
3183,>MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,1|1297,1
3191,>MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,60|436,3
3201,>MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB,2|1032,2
3229,>MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,2|640,2
3232,>MEG_6523|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,3|510,2
3234,>MEG_6525|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,1|479,1
3239,>MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,1|524,1
3248,>MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,6|203,1
3250,>MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,1|210,1
3261,>MEG_6558|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB,1|529,1
3279,>MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,1|288,1
3280,>MEG_6641|Drugs|Sulfonamides|Flavin_reductase|SULR,1|196,1
3295,>MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,1|219,1
3305,>MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,1|170,1
3308,>MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,8|415,2
3309,>MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,13|371,2
3316,>MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,1|690,1
3320,>MEG_6996|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET43,1|523,1
3321,>MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,1|292,1
3333,>MEG_7009|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET56,1|423,1
3336,>MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1|329,1
3339,>MEG_7023|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1|409,1
3340,>MEG_7034|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,3|570,1
